L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
12,16,29,5,50,1.691
3,17,29,5,50,0.258
4,17,29,5,50,0.298
5,17,29,5,50,0.437
6,17,29,5,50,0.586
7,17,29,5,50,0.752
8,17,29,5,50,0.92
9,17,29,5,50,1.117
10,17,29,5,50,1.316
11,17,29,5,50,1.526
12,17,29,5,50,1.725
3,18,29,5,50,0.258
4,18,29,5,50,0.307
5,18,29,5,50,0.448
6,18,29,5,50,0.607
7,18,29,5,50,0.772
8,18,29,5,50,0.958
9,18,29,5,50,1.152
10,18,29,5,50,1.357
11,18,29,5,50,1.557
3,19,29,5,50,0.258
4,19,29,5,50,0.317
5,19,29,5,50,0.463
6,19,29,5,50,0.625
7,19,29,5,50,0.799
8,19,29,5,50,0.985
9,19,29,5,50,1.184
10,19,29,5,50,1.395
11,19,29,5,50,1.603
3,20,29,5,50,0.258
4,20,29,5,50,0.328
5,20,29,5,50,0.477
6,20,29,5,50,0.639
7,20,29,5,50,0.822
8,20,29,5,50,1.01
9,20,29,5,50,1.217
10,20,29,5,50,1.434
11,20,29,5,50,1.643
3,14,30,5,50,0.258
4,14,30,5,50,0.271
5,14,30,5,50,0.391
6,14,30,5,50,0.524
7,14,30,5,50,0.664
8,14,30,5,50,0.822
9,14,30,5,50,0.987
10,14,30,5,50,1.152
11,14,30,5,50,1.342
12,14,30,5,50,1.536
3,15,30,5,50,0.258
4,15,30,5,50,0.271
5,15,30,5,50,0.399
6,15,30,5,50,0.539
7,15,30,5,50,0.687
8,15,30,5,50,0.85
9,15,30,5,50,1.012
10,15,30,5,50,1.196
11,15,30,5,50,1.396
12,15,30,5,50,1.597
3,16,30,5,50,0.257
4,16,30,5,50,0.276
5,16,30,5,50,0.416
6,16,30,5,50,0.557
7,16,30,5,50,0.712
8,16,30,5,50,0.871
9,16,30,5,50,1.058
10,16,30,5,50,1.245
11,16,30,5,50,1.427
12,16,30,5,50,1.639
3,17,30,5,50,0.258
4,17,30,5,50,0.287
5,17,30,5,50,0.424
6,17,30,5,50,0.576
7,17,30,5,50,0.73
8,17,30,5,50,0.886
9,17,30,5,50,1.086
10,17,30,5,50,1.281
11,17,30,5,50,1.491
12,17,30,5,50,1.686
3,18,30,5,50,0.257
4,18,30,5,50,0.301
5,18,30,5,50,0.441
6,18,30,5,50,0.592
7,18,30,5,50,0.755
8,18,30,5,50,0.936
9,18,30,5,50,1.126
10,18,30,5,50,1.319
11,18,30,5,50,1.531
12,18,30,5,50,1.744
3,19,30,5,50,0.258
4,19,30,5,50,0.308
5,19,30,5,50,0.45
6,19,30,5,50,0.605
7,19,30,5,50,0.778
8,19,30,5,50,0.958
9,19,30,5,50,1.156
10,19,30,5,50,1.363
11,19,30,5,50,1.573
3,20,30,5,50,0.258
4,20,30,5,50,0.319
5,20,30,5,50,0.465
6,20,30,5,50,0.625
7,20,30,5,50,0.802
8,20,30,5,50,0.988
9,20,30,5,50,1.19
10,20,30,5,50,1.392
11,20,30,5,50,1.634
3,14,31,5,50,0.258
4,14,31,5,50,0.27
5,14,31,5,50,0.38
6,14,31,5,50,0.507
7,14,31,5,50,0.646
8,14,31,5,50,0.803
9,14,31,5,50,0.96
10,14,31,5,50,1.131
11,14,31,5,50,1.317
12,14,31,5,50,1.498
3,15,31,5,50,0.257
4,15,31,5,50,0.271
5,15,31,5,50,0.396
6,15,31,5,50,0.528
7,15,31,5,50,0.671
8,15,31,5,50,0.823
9,15,31,5,50,1
10,15,31,5,50,1.177
11,15,31,5,50,1.363
12,15,31,5,50,1.56
3,16,31,5,50,0.258
4,16,31,5,50,0.271
5,16,31,5,50,0.404
6,16,31,5,50,0.541
7,16,31,5,50,0.695
8,16,31,5,50,0.859
9,16,31,5,50,1.029
10,16,31,5,50,1.218
11,16,31,5,50,1.408
12,16,31,5,50,1.6
3,17,31,5,50,0.258
4,17,31,5,50,0.278
5,17,31,5,50,0.42
6,17,31,5,50,0.561
7,17,31,5,50,0.717
8,17,31,5,50,0.884
9,17,31,5,50,1.065
10,17,31,5,50,1.258
11,17,31,5,50,1.449
12,17,31,5,50,1.654
3,18,31,5,50,0.258
4,18,31,5,50,0.289
5,18,31,5,50,0.427
6,18,31,5,50,0.58
7,18,31,5,50,0.74
8,18,31,5,50,0.896
9,18,31,5,50,1.098
10,18,31,5,50,1.289
11,18,31,5,50,1.492
12,18,31,5,50,1.72
3,19,31,5,50,0.258
4,19,31,5,50,0.299
5,19,31,5,50,0.44
6,19,31,5,50,0.596
7,19,31,5,50,0.761
8,19,31,5,50,0.938
9,19,31,5,50,1.131
10,19,31,5,50,1.331
11,19,31,5,50,1.544
12,19,31,5,50,1.761
3,20,31,5,50,0.257
4,20,31,5,50,0.309
5,20,31,5,50,0.453
6,20,31,5,50,0.608
7,20,31,5,50,0.775
8,20,31,5,50,0.964
9,20,31,5,50,1.153
10,20,31,5,50,1.36
11,20,31,5,50,1.584
3,14,32,5,50,0.257
4,14,32,5,50,0.271
5,14,32,5,50,0.368
6,14,32,5,50,0.499
7,14,32,5,50,0.633
8,14,32,5,50,0.779
9,14,32,5,50,0.94
10,14,32,5,50,1.105
11,14,32,5,50,1.281
12,14,32,5,50,1.466
3,15,32,5,50,0.258
4,15,32,5,50,0.27
5,15,32,5,50,0.384
6,15,32,5,50,0.514
7,15,32,5,50,0.656
8,15,32,5,50,0.807
9,15,32,5,50,0.966
10,15,32,5,50,1.15
11,15,32,5,50,1.331
12,15,32,5,50,1.526
3,16,32,5,50,0.257
4,16,32,5,50,0.271
5,16,32,5,50,0.391
6,16,32,5,50,0.528
7,16,32,5,50,0.671
8,16,32,5,50,0.837
9,16,32,5,50,1.011
10,16,32,5,50,1.19
11,16,32,5,50,1.375
12,16,32,5,50,1.566
3,17,32,5,50,0.258
4,17,32,5,50,0.271
5,17,32,5,50,0.407
6,17,32,5,50,0.546
7,17,32,5,50,0.694
8,17,32,5,50,0.864
9,17,32,5,50,1.041
10,17,32,5,50,1.225
11,17,32,5,50,1.422
12,17,32,5,50,1.643
3,18,32,5,50,0.258
4,18,32,5,50,0.279
5,18,32,5,50,0.423
6,18,32,5,50,0.565
7,18,32,5,50,0.72
8,18,32,5,50,0.893
9,18,32,5,50,1.068
10,18,32,5,50,1.264
11,18,32,5,50,1.466
12,18,32,5,50,1.684
3,19,32,5,50,0.257
4,19,32,5,50,0.289
5,19,32,5,50,0.429
6,19,32,5,50,0.574
7,19,32,5,50,0.742
8,19,32,5,50,0.914
9,19,32,5,50,1.103
10,19,32,5,50,1.301
11,19,32,5,50,1.505
12,19,32,5,50,1.722
3,20,32,5,50,0.258
4,20,32,5,50,0.299
5,20,32,5,50,0.441
6,20,32,5,50,0.597
7,20,32,5,50,0.759
8,20,32,5,50,0.943
9,20,32,5,50,1.136
10,20,32,5,50,1.339
11,20,32,5,50,1.545
12,20,32,5,50,1.772
3,14,33,5,50,0.258
4,14,33,5,50,0.271
5,14,33,5,50,0.366
6,14,33,5,50,0.486
7,14,33,5,50,0.622
8,14,33,5,50,0.764
9,14,33,5,50,0.909
10,14,33,5,50,1.074
11,14,33,5,50,1.258
12,14,33,5,50,1.438
3,15,33,5,50,0.258
4,15,33,5,50,0.271
5,15,33,5,50,0.372
6,15,33,5,50,0.506
7,15,33,5,50,0.643
8,15,33,5,50,0.793
9,15,33,5,50,0.951
10,15,33,5,50,1.124
11,15,33,5,50,1.301
12,15,33,5,50,1.491
3,16,33,5,50,0.258
4,16,33,5,50,0.271
5,16,33,5,50,0.388
6,16,33,5,50,0.52
7,16,33,5,50,0.66
8,16,33,5,50,0.82
9,16,33,5,50,0.985
10,16,33,5,50,1.152
11,16,33,5,50,1.343
12,16,33,5,50,1.538
3,17,33,5,50,0.258
4,17,33,5,50,0.271
5,17,33,5,50,0.394
6,17,33,5,50,0.532
7,17,33,5,50,0.679
8,17,33,5,50,0.844
9,17,33,5,50,1.018
10,17,33,5,50,1.197
11,17,33,5,50,1.391
12,17,33,5,50,1.588
3,18,33,5,50,0.258
4,18,33,5,50,0.271
5,18,33,5,50,0.409
6,18,33,5,50,0.55
7,18,33,5,50,0.701
8,18,33,5,50,0.858
9,18,33,5,50,1.048
10,18,33,5,50,1.235
11,18,33,5,50,1.431
12,18,33,5,50,1.643
3,19,33,5,50,0.258
4,19,33,5,50,0.28
5,19,33,5,50,0.415
6,19,33,5,50,0.567
7,19,33,5,50,0.725
8,19,33,5,50,0.898
9,19,33,5,50,1.077
10,19,33,5,50,1.269
11,19,33,5,50,1.473
12,19,33,5,50,1.696
3,20,33,5,50,0.258
4,20,33,5,50,0.289
5,20,33,5,50,0.43
6,20,33,5,50,0.576
7,20,33,5,50,0.746
8,20,33,5,50,0.908
9,20,33,5,50,1.103
10,20,33,5,50,1.301
11,20,33,5,50,1.515
12,20,33,5,50,1.74
3,14,34,5,50,0.258
4,14,34,5,50,0.271
5,14,34,5,50,0.354
6,14,34,5,50,0.476
7,14,34,5,50,0.609
8,14,34,5,50,0.748
9,14,34,5,50,0.899
10,14,34,5,50,1.055
11,14,34,5,50,1.224
12,14,34,5,50,1.396
3,15,34,5,50,0.258
4,15,34,5,50,0.271
5,15,34,5,50,0.37
6,15,34,5,50,0.489
7,15,34,5,50,0.63
8,15,34,5,50,0.771
9,15,34,5,50,0.925
10,15,34,5,50,1.094
11,15,34,5,50,1.269
12,15,34,5,50,1.446
3,16,34,5,50,0.258
4,16,34,5,50,0.271
5,16,34,5,50,0.376
6,16,34,5,50,0.509
7,16,34,5,50,0.642
8,16,34,5,50,0.799
9,16,34,5,50,0.957
10,16,34,5,50,1.135
11,16,34,5,50,1.316
12,16,34,5,50,1.499
3,17,34,5,50,0.258
4,17,34,5,50,0.271
5,17,34,5,50,0.391
6,17,34,5,50,0.524
7,17,34,5,50,0.667
8,17,34,5,50,0.815
9,17,34,5,50,0.995
10,17,34,5,50,1.167
11,17,34,5,50,1.359
12,17,34,5,50,1.549
3,18,34,5,50,0.257
4,18,34,5,50,0.271
5,18,34,5,50,0.396
6,18,34,5,50,0.536
7,18,34,5,50,0.684
8,18,34,5,50,0.85
9,18,34,5,50,1.014
10,18,34,5,50,1.2
11,18,34,5,50,1.401
12,18,34,5,50,1.61
3,19,34,5,50,0.258
4,19,34,5,50,0.271
5,19,34,5,50,0.411
6,19,34,5,50,0.552
7,19,34,5,50,0.705
8,19,34,5,50,0.864
9,19,34,5,50,1.056
10,19,34,5,50,1.239
11,19,34,5,50,1.441
12,19,34,5,50,1.622
3,20,34,5,50,0.257
4,20,34,5,50,0.281
5,20,34,5,50,0.415
6,20,34,5,50,0.569
7,20,34,5,50,0.728
8,20,34,5,50,0.897
9,20,34,5,50,1.082
10,20,34,5,50,1.276
11,20,34,5,50,1.481
12,20,34,5,50,1.667
3,14,35,5,50,0.258
4,14,35,5,50,0.27
5,14,35,5,50,0.343
6,14,35,5,50,0.464
7,14,35,5,50,0.595
8,14,35,5,50,0.728
9,14,35,5,50,0.874
10,14,35,5,50,1.034
11,14,35,5,50,1.198
12,14,35,5,50,1.362
3,15,35,5,50,0.257
4,15,35,5,50,0.271
5,15,35,5,50,0.358
6,15,35,5,50,0.481
7,15,35,5,50,0.613
8,15,35,5,50,0.759
9,15,35,5,50,0.902
10,15,35,5,50,1.073
11,15,35,5,50,1.239
12,15,35,5,50,1.418
3,16,35,5,50,0.258
4,16,35,5,50,0.271
5,16,35,5,50,0.365
6,16,35,5,50,0.495
7,16,35,5,50,0.628
8,16,35,5,50,0.775
9,16,35,5,50,0.936
10,16,35,5,50,1.107
11,16,35,5,50,1.278
12,16,35,5,50,1.47
3,17,35,5,50,0.258
4,17,35,5,50,0.271
5,17,35,5,50,0.378
6,17,35,5,50,0.507
7,17,35,5,50,0.649
8,17,35,5,50,0.798
9,17,35,5,50,0.969
10,17,35,5,50,1.139
11,17,35,5,50,1.319
12,17,35,5,50,1.518
3,18,35,5,50,0.258
4,18,35,5,50,0.273
5,18,35,5,50,0.392
6,18,35,5,50,0.527
7,18,35,5,50,0.672
8,18,35,5,50,0.821
9,18,35,5,50,1
10,18,35,5,50,1.173
11,18,35,5,50,1.367
12,18,35,5,50,1.567
3,19,35,5,50,0.258
4,19,35,5,50,0.271
5,19,35,5,50,0.397
6,19,35,5,50,0.538
7,19,35,5,50,0.689
8,19,35,5,50,0.851
9,19,35,5,50,1.021
10,19,35,5,50,1.209
11,19,35,5,50,1.399
12,19,35,5,50,1.611
3,20,35,5,50,0.258
4,20,35,5,50,0.271
5,20,35,5,50,0.411
6,20,35,5,50,0.554
7,20,35,5,50,0.708
8,20,35,5,50,0.868
9,20,35,5,50,1.057
10,20,35,5,50,1.245
11,20,35,5,50,1.43
12,20,35,5,50,1.633
3,14,36,5,50,0.258
4,14,36,5,50,0.271
5,14,36,5,50,0.34
6,14,36,5,50,0.452
7,14,36,5,50,0.574
8,14,36,5,50,0.713
9,14,36,5,50,0.861
10,14,36,5,50,1.011
11,14,36,5,50,1.17
12,14,36,5,50,1.339
3,15,36,5,50,0.258
4,15,36,5,50,0.271
5,15,36,5,50,0.346
6,15,36,5,50,0.47
7,15,36,5,50,0.6
8,15,36,5,50,0.741
9,15,36,5,50,0.889
10,15,36,5,50,1.047
11,15,36,5,50,1.21
12,15,36,5,50,1.384
3,16,36,5,50,0.258
4,16,36,5,50,0.271
5,16,36,5,50,0.361
6,16,36,5,50,0.481
7,16,36,5,50,0.62
8,16,36,5,50,0.759
9,16,36,5,50,0.914
10,16,36,5,50,1.079
11,16,36,5,50,1.253
12,16,36,5,50,1.433
3,17,36,5,50,0.258
4,17,36,5,50,0.271
5,17,36,5,50,0.366
6,17,36,5,50,0.499
7,17,36,5,50,0.634
8,17,36,5,50,0.783
9,17,36,5,50,0.947
10,17,36,5,50,1.115
11,17,36,5,50,1.294
12,17,36,5,50,1.482
3,18,36,5,50,0.258
4,18,36,5,50,0.271
5,18,36,5,50,0.38
6,18,36,5,50,0.51
7,18,36,5,50,0.653
8,18,36,5,50,0.804
9,18,36,5,50,0.964
10,18,36,5,50,1.15
11,18,36,5,50,1.332
12,18,36,5,50,1.513
3,19,36,5,50,0.258
4,19,36,5,50,0.271
5,19,36,5,50,0.393
6,19,36,5,50,0.529
7,19,36,5,50,0.671
8,19,36,5,50,0.826
9,19,36,5,50,1.002
10,19,36,5,50,1.181
11,19,36,5,50,1.365
12,19,36,5,50,1.557
3,20,36,5,50,0.258
4,20,36,5,50,0.271
5,20,36,5,50,0.397
6,20,36,5,50,0.539
7,20,36,5,50,0.691
8,20,36,5,50,0.855
9,20,36,5,50,1.025
10,20,36,5,50,1.215
11,20,36,5,50,1.406
12,20,36,5,50,1.621
3,14,37,5,50,0.258
4,14,37,5,50,0.271
5,14,37,5,50,0.329
6,14,37,5,50,0.442
7,14,37,5,50,0.568
8,14,37,5,50,0.693
9,14,37,5,50,0.84
10,14,37,5,50,0.989
11,14,37,5,50,1.144
12,14,37,5,50,1.306
3,15,37,5,50,0.258
4,15,37,5,50,0.271
5,15,37,5,50,0.343
6,15,37,5,50,0.458
7,15,37,5,50,0.582
8,15,37,5,50,0.722
9,15,37,5,50,0.869
10,15,37,5,50,1.014
11,15,37,5,50,1.185
12,15,37,5,50,1.354
3,16,37,5,50,0.258
4,16,37,5,50,0.271
5,16,37,5,50,0.351
6,16,37,5,50,0.475
7,16,37,5,50,0.604
8,16,37,5,50,0.747
9,16,37,5,50,0.898
10,16,37,5,50,1.055
11,16,37,5,50,1.224
12,16,37,5,50,1.389
3,17,37,5,50,0.258
4,17,37,5,50,0.27
5,17,37,5,50,0.364
6,17,37,5,50,0.485
7,17,37,5,50,0.623
8,17,37,5,50,0.766
9,17,37,5,50,0.923
10,17,37,5,50,1.08
11,17,37,5,50,1.26
12,17,37,5,50,1.429
3,18,37,5,50,0.258
4,18,37,5,50,0.271
5,18,37,5,50,0.367
6,18,37,5,50,0.501
7,18,37,5,50,0.638
8,18,37,5,50,0.791
9,18,37,5,50,0.947
10,18,37,5,50,1.121
11,18,37,5,50,1.299
12,18,37,5,50,1.489
3,19,37,5,50,0.257
4,19,37,5,50,0.27
5,19,37,5,50,0.381
6,19,37,5,50,0.512
7,19,37,5,50,0.655
8,19,37,5,50,0.809
9,19,37,5,50,0.97
10,19,37,5,50,1.151
11,19,37,5,50,1.341
12,19,37,5,50,1.525
3,20,37,5,50,0.258
4,20,37,5,50,0.271
5,20,37,5,50,0.393
6,20,37,5,50,0.528
7,20,37,5,50,0.673
8,20,37,5,50,0.83
9,20,37,5,50,1.005
10,20,37,5,50,1.186
11,20,37,5,50,1.372
12,20,37,5,50,1.561
3,14,38,5,50,0.258
4,14,38,5,50,0.271
5,14,38,5,50,0.318
6,14,38,5,50,0.43
7,14,38,5,50,0.554
8,14,38,5,50,0.677
9,14,38,5,50,0.822
10,14,38,5,50,0.965
11,14,38,5,50,1.121
12,14,38,5,50,1.272
3,15,38,5,50,0.258
4,15,38,5,50,0.271
5,15,38,5,50,0.332
6,15,38,5,50,0.447
7,15,38,5,50,0.572
8,15,38,5,50,0.703
9,15,38,5,50,0.848
10,15,38,5,50,1.001
11,15,38,5,50,1.156
12,15,38,5,50,1.325
3,16,38,5,50,0.259
4,16,38,5,50,0.271
5,16,38,5,50,0.338
6,16,38,5,50,0.462
7,16,38,5,50,0.59
8,16,38,5,50,0.72
9,16,38,5,50,0.875
10,16,38,5,50,1.027
11,16,38,5,50,1.195
12,16,38,5,50,1.366
3,17,38,5,50,0.258
4,17,38,5,50,0.271
5,17,38,5,50,0.351
6,17,38,5,50,0.474
7,17,38,5,50,0.608
8,17,38,5,50,0.748
9,17,38,5,50,0.903
10,17,38,5,50,1.059
11,17,38,5,50,1.231
12,17,38,5,50,1.406
3,18,38,5,50,0.257
4,18,38,5,50,0.271
5,18,38,5,50,0.365
6,18,38,5,50,0.487
7,18,38,5,50,0.626
8,18,38,5,50,0.77
9,18,38,5,50,0.919
10,18,38,5,50,1.089
11,18,38,5,50,1.271
12,18,38,5,50,1.442
3,19,38,5,50,0.258
4,19,38,5,50,0.271
5,19,38,5,50,0.368
6,19,38,5,50,0.503
7,19,38,5,50,0.64
8,19,38,5,50,0.793
9,19,38,5,50,0.952
10,19,38,5,50,1.127
11,19,38,5,50,1.307
12,19,38,5,50,1.481
3,20,38,5,50,0.257
4,20,38,5,50,0.271
5,20,38,5,50,0.381
6,20,38,5,50,0.512
7,20,38,5,50,0.656
8,20,38,5,50,0.811
9,20,38,5,50,0.973
10,20,38,5,50,1.155
11,20,38,5,50,1.343
12,20,38,5,50,1.53
3,14,27,10,50,0.258
4,14,27,10,50,0.323
5,14,27,10,50,0.458
6,14,27,10,50,0.603
7,14,27,10,50,0.758
8,14,27,10,50,0.929
9,14,27,10,50,1.115
10,14,27,10,50,1.301
11,14,27,10,50,1.502
12,14,27,10,50,1.723
3,15,27,10,50,0.258
4,15,27,10,50,0.335
5,15,27,10,50,0.472
6,15,27,10,50,0.623
7,15,27,10,50,0.789
8,15,27,10,50,0.962
9,15,27,10,50,1.154
10,15,27,10,50,1.348
11,15,27,10,50,1.557
12,15,27,10,50,1.782
3,16,27,10,50,0.258
4,16,27,10,50,0.337
5,16,27,10,50,0.481
6,16,27,10,50,0.64
7,16,27,10,50,0.809
8,16,27,10,50,0.994
9,16,27,10,50,1.189
10,16,27,10,50,1.394
11,16,27,10,50,1.608
3,17,27,10,50,0.258
4,17,27,10,50,0.349
5,17,27,10,50,0.497
6,17,27,10,50,0.659
7,17,27,10,50,0.831
8,17,27,10,50,1.014
9,17,27,10,50,1.225
10,17,27,10,50,1.434
11,17,27,10,50,1.634
3,18,27,10,50,0.258
4,18,27,10,50,0.362
5,18,27,10,50,0.508
6,18,27,10,50,0.678
7,18,27,10,50,0.859
8,18,27,10,50,1.055
9,18,27,10,50,1.257
10,18,27,10,50,1.474
11,18,27,10,50,1.69
3,19,27,10,50,0.258
4,19,27,10,50,0.362
5,19,27,10,50,0.526
6,19,27,10,50,0.695
7,19,27,10,50,0.874
8,19,27,10,50,1.079
9,19,27,10,50,1.291
10,19,27,10,50,1.516
11,19,27,10,50,1.739
3,20,27,10,50,0.256
4,20,27,10,50,0.374
5,20,27,10,50,0.535
6,20,27,10,50,0.713
7,20,27,10,50,0.903
8,20,27,10,50,1.108
9,20,27,10,50,1.317
10,20,27,10,50,1.552
3,14,28,10,50,0.26
4,14,28,10,50,0.314
5,14,28,10,50,0.448
6,14,28,10,50,0.59
7,14,28,10,50,0.747
8,14,28,10,50,0.907
9,14,28,10,50,1.084
10,14,28,10,50,1.279
11,14,28,10,50,1.471
12,14,28,10,50,1.678
3,15,28,10,50,0.257
4,15,28,10,50,0.324
5,15,28,10,50,0.461
6,15,28,10,50,0.604
7,15,28,10,50,0.769
8,15,28,10,50,0.943
9,15,28,10,50,1.129
10,15,28,10,50,1.321
11,15,28,10,50,1.524
12,15,28,10,50,1.704
3,16,28,10,50,0.258
4,16,28,10,50,0.336
5,16,28,10,50,0.476
6,16,28,10,50,0.627
7,16,28,10,50,0.795
8,16,28,10,50,0.961
9,16,28,10,50,1.153
10,16,28,10,50,1.36
11,16,28,10,50,1.557
3,17,28,10,50,0.257
4,17,28,10,50,0.338
5,17,28,10,50,0.484
6,17,28,10,50,0.645
7,17,28,10,50,0.816
8,17,28,10,50,1.003
9,17,28,10,50,1.193
10,17,28,10,50,1.394
11,17,28,10,50,1.608
3,18,28,10,50,0.258
4,18,28,10,50,0.349
5,18,28,10,50,0.499
6,18,28,10,50,0.658
7,18,28,10,50,0.837
8,18,28,10,50,1.022
9,18,28,10,50,1.229
10,18,28,10,50,1.425
11,18,28,10,50,1.652
3,19,28,10,50,0.257
4,19,28,10,50,0.36
5,19,28,10,50,0.508
6,19,28,10,50,0.671
7,19,28,10,50,0.861
8,19,28,10,50,1.056
9,19,28,10,50,1.261
10,19,28,10,50,1.478
11,19,28,10,50,1.701
3,20,28,10,50,0.258
4,20,28,10,50,0.362
5,20,28,10,50,0.526
6,20,28,10,50,0.688
7,20,28,10,50,0.876
8,20,28,10,50,1.083
9,20,28,10,50,1.297
10,20,28,10,50,1.518
11,20,28,10,50,1.74
3,14,29,10,50,0.258
4,14,29,10,50,0.304
5,14,29,10,50,0.437
6,14,29,10,50,0.579
7,14,29,10,50,0.72
8,14,29,10,50,0.894
9,14,29,10,50,1.065
10,14,29,10,50,1.25
11,14,29,10,50,1.424
12,14,29,10,50,1.644
3,15,29,10,50,0.258
4,15,29,10,50,0.316
5,15,29,10,50,0.451
6,15,29,10,50,0.595
7,15,29,10,50,0.752
8,15,29,10,50,0.909
9,15,29,10,50,1.102
10,15,29,10,50,1.289
11,15,29,10,50,1.49
12,15,29,10,50,1.673
3,16,29,10,50,0.257
4,16,29,10,50,0.326
5,16,29,10,50,0.463
6,16,29,10,50,0.609
7,16,29,10,50,0.772
8,16,29,10,50,0.947
9,16,29,10,50,1.132
10,16,29,10,50,1.329
11,16,29,10,50,1.533
12,16,29,10,50,1.735
3,17,29,10,50,0.258
4,17,29,10,50,0.336
5,17,29,10,50,0.474
6,17,29,10,50,0.631
7,17,29,10,50,0.799
8,17,29,10,50,0.97
9,17,29,10,50,1.165
10,17,29,10,50,1.363
11,17,29,10,50,1.576
3,18,29,10,50,0.258
4,18,29,10,50,0.338
5,18,29,10,50,0.485
6,18,29,10,50,0.648
7,18,29,10,50,0.821
8,18,29,10,50,1.005
9,18,29,10,50,1.193
10,18,29,10,50,1.408
11,18,29,10,50,1.622
3,19,29,10,50,0.258
4,19,29,10,50,0.348
5,19,29,10,50,0.501
6,19,29,10,50,0.66
7,19,29,10,50,0.843
8,19,29,10,50,1.028
9,19,29,10,50,1.237
10,19,29,10,50,1.436
11,19,29,10,50,1.669
3,20,29,10,50,0.257
4,20,29,10,50,0.36
5,20,29,10,50,0.509
6,20,29,10,50,0.672
7,20,29,10,50,0.863
8,20,29,10,50,1.06
9,20,29,10,50,1.266
10,20,29,10,50,1.484
11,20,29,10,50,1.711
3,14,30,10,50,0.258
4,14,30,10,50,0.294
5,14,30,10,50,0.424
6,14,30,10,50,0.565
7,14,30,10,50,0.713
8,14,30,10,50,0.86
9,14,30,10,50,1.041
10,14,30,10,50,1.221
11,14,30,10,50,1.405
12,14,30,10,50,1.604
3,15,30,10,50,0.258
4,15,30,10,50,0.305
5,15,30,10,50,0.44
6,15,30,10,50,0.575
7,15,30,10,50,0.73
8,15,30,10,50,0.902
9,15,30,10,50,1.073
10,15,30,10,50,1.264
11,15,30,10,50,1.449
12,15,30,10,50,1.647
3,16,30,10,50,0.258
4,16,30,10,50,0.316
5,16,30,10,50,0.449
6,16,30,10,50,0.597
7,16,30,10,50,0.756
8,16,30,10,50,0.92
9,16,30,10,50,1.106
10,16,30,10,50,1.3
11,16,30,10,50,1.494
12,16,30,10,50,1.7
3,17,30,10,50,0.258
4,17,30,10,50,0.326
5,17,30,10,50,0.461
6,17,30,10,50,0.613
7,17,30,10,50,0.778
8,17,30,10,50,0.956
9,17,30,10,50,1.139
10,17,30,10,50,1.34
11,17,30,10,50,1.541
3,18,30,10,50,0.258
4,18,30,10,50,0.336
5,18,30,10,50,0.475
6,18,30,10,50,0.625
7,18,30,10,50,0.802
8,18,30,10,50,0.977
9,18,30,10,50,1.174
10,18,30,10,50,1.376
11,18,30,10,50,1.597
3,19,30,10,50,0.258
4,19,30,10,50,0.337
5,19,30,10,50,0.486
6,19,30,10,50,0.641
7,19,30,10,50,0.823
8,19,30,10,50,1.009
9,19,30,10,50,1.2
10,19,30,10,50,1.417
11,19,30,10,50,1.636
3,20,30,10,50,0.258
4,20,30,10,50,0.348
5,20,30,10,50,0.5
6,20,30,10,50,0.661
7,20,30,10,50,0.845
8,20,30,10,50,1.031
9,20,30,10,50,1.238
10,20,30,10,50,1.442
11,20,30,10,50,1.671
3,14,31,10,50,0.258
4,14,31,10,50,0.286
5,14,31,10,50,0.42
6,14,31,10,50,0.552
7,14,31,10,50,0.69
8,14,31,10,50,0.848
9,14,31,10,50,1.016
10,14,31,10,50,1.194
11,14,31,10,50,1.373
12,14,31,10,50,1.588
3,15,31,10,50,0.258
4,15,31,10,50,0.296
5,15,31,10,50,0.427
6,15,31,10,50,0.566
7,15,31,10,50,0.716
8,15,31,10,50,0.872
9,15,31,10,50,1.054
10,15,31,10,50,1.234
11,15,31,10,50,1.422
12,15,31,10,50,1.611
3,16,31,10,50,0.257
4,16,31,10,50,0.306
5,16,31,10,50,0.44
6,16,31,10,50,0.579
7,16,31,10,50,0.74
8,16,31,10,50,0.885
9,16,31,10,50,1.074
10,16,31,10,50,1.27
11,16,31,10,50,1.469
12,16,31,10,50,1.675
3,17,31,10,50,0.258
4,17,31,10,50,0.316
5,17,31,10,50,0.451
6,17,31,10,50,0.6
7,17,31,10,50,0.761
8,17,31,10,50,0.928
9,17,31,10,50,1.117
10,17,31,10,50,1.307
11,17,31,10,50,1.511
12,17,31,10,50,1.738
3,18,31,10,50,0.257
4,18,31,10,50,0.326
5,18,31,10,50,0.462
6,18,31,10,50,0.616
7,18,31,10,50,0.775
8,18,31,10,50,0.958
9,18,31,10,50,1.147
10,18,31,10,50,1.343
11,18,31,10,50,1.557
3,19,31,10,50,0.258
4,19,31,10,50,0.335
5,19,31,10,50,0.475
6,19,31,10,50,0.627
7,19,31,10,50,0.794
8,19,31,10,50,0.985
9,19,31,10,50,1.175
10,19,31,10,50,1.384
11,19,31,10,50,1.596
3,20,31,10,50,0.258
4,20,31,10,50,0.337
5,20,31,10,50,0.486
6,20,31,10,50,0.641
7,20,31,10,50,0.824
8,20,31,10,50,1.007
9,20,31,10,50,1.205
10,20,31,10,50,1.417
11,20,31,10,50,1.646
3,14,32,10,50,0.257
4,14,32,10,50,0.276
5,14,32,10,50,0.407
