L [m],Gamma soil kN/m3],phi soil [degree],Surcharge [kN/m],Concrete cost,Pile Diameter (X1) [m]
5,17,29,5,50,0.441
6,17,29,5,50,0.597
7,17,29,5,50,0.761
8,17,29,5,50,0.938
9,17,29,5,50,1.131
10,17,29,5,50,1.328
11,17,29,5,50,1.543
12,17,29,5,50,1.762
3,18,29,5,50,0.252
4,18,29,5,50,0.309
5,18,29,5,50,0.455
6,18,29,5,50,0.611
7,18,29,5,50,0.779
8,18,29,5,50,0.969
9,18,29,5,50,1.158
10,18,29,5,50,1.365
11,18,29,5,50,1.588
3,19,29,5,50,0.254
4,19,29,5,50,0.322
5,19,29,5,50,0.471
6,19,29,5,50,0.624
7,19,29,5,50,0.802
8,19,29,5,50,0.998
9,19,29,5,50,1.188
10,19,29,5,50,1.411
11,19,29,5,50,1.636
3,20,29,5,50,0.253
4,20,29,5,50,0.334
5,20,29,5,50,0.484
6,20,29,5,50,0.642
7,20,29,5,50,0.822
8,20,29,5,50,1.016
9,20,29,5,50,1.233
10,20,29,5,50,1.441
11,20,29,5,50,1.68
3,14,30,5,50,0.253
4,14,30,5,50,0.266
5,14,30,5,50,0.392
6,14,30,5,50,0.527
7,14,30,5,50,0.673
8,14,30,5,50,0.821
9,14,30,5,50,0.998
10,14,30,5,50,1.174
11,14,30,5,50,1.36
12,14,30,5,50,1.556
3,15,30,5,50,0.253
4,15,30,5,50,0.266
5,15,30,5,50,0.4
6,15,30,5,50,0.54
7,15,30,5,50,0.688
8,15,30,5,50,0.861
9,15,30,5,50,1.031
10,15,30,5,50,1.219
11,15,30,5,50,1.41
12,15,30,5,50,1.615
3,16,30,5,50,0.253
4,16,30,5,50,0.276
5,16,30,5,50,0.42
6,16,30,5,50,0.564
7,16,30,5,50,0.719
8,16,30,5,50,0.888
9,16,30,5,50,1.071
10,16,30,5,50,1.261
11,16,30,5,50,1.456
12,16,30,5,50,1.662
3,17,30,5,50,0.253
4,17,30,5,50,0.286
5,17,30,5,50,0.429
6,17,30,5,50,0.575
7,17,30,5,50,0.743
8,17,30,5,50,0.903
9,17,30,5,50,1.102
10,17,30,5,50,1.3
11,17,30,5,50,1.504
12,17,30,5,50,1.719
3,18,30,5,50,0.253
4,18,30,5,50,0.299
5,18,30,5,50,0.445
6,18,30,5,50,0.599
7,18,30,5,50,0.762
8,18,30,5,50,0.948
9,18,30,5,50,1.136
10,18,30,5,50,1.342
11,18,30,5,50,1.553
12,18,30,5,50,1.783
3,19,30,5,50,0.253
4,19,30,5,50,0.311
5,19,30,5,50,0.458
6,19,30,5,50,0.616
7,19,30,5,50,0.79
8,19,30,5,50,0.963
9,19,30,5,50,1.168
10,19,30,5,50,1.379
11,19,30,5,50,1.6
3,20,30,5,50,0.254
4,20,30,5,50,0.323
5,20,30,5,50,0.473
6,20,30,5,50,0.628
7,20,30,5,50,0.807
8,20,30,5,50,0.999
9,20,30,5,50,1.196
10,20,30,5,50,1.415
11,20,30,5,50,1.643
3,14,31,5,50,0.253
4,14,31,5,50,0.266
5,14,31,5,50,0.379
6,14,31,5,50,0.509
7,14,31,5,50,0.653
8,14,31,5,50,0.806
9,14,31,5,50,0.963
10,14,31,5,50,1.147
11,14,31,5,50,1.327
12,14,31,5,50,1.522
3,15,31,5,50,0.253
4,15,31,5,50,0.266
5,15,31,5,50,0.386
6,15,31,5,50,0.525
7,15,31,5,50,0.671
8,15,31,5,50,0.839
9,15,31,5,50,1.012
10,15,31,5,50,1.192
11,15,31,5,50,1.377
12,15,31,5,50,1.567
3,16,31,5,50,0.252
4,16,31,5,50,0.267
5,16,31,5,50,0.406
6,16,31,5,50,0.548
7,16,31,5,50,0.698
8,16,31,5,50,0.869
9,16,31,5,50,1.046
10,16,31,5,50,1.232
11,16,31,5,50,1.429
12,16,31,5,50,1.627
3,17,31,5,50,0.253
4,17,31,5,50,0.278
5,17,31,5,50,0.414
6,17,31,5,50,0.569
7,17,31,5,50,0.726
8,17,31,5,50,0.894
9,17,31,5,50,1.077
10,17,31,5,50,1.269
11,17,31,5,50,1.472
12,17,31,5,50,1.693
3,18,31,5,50,0.253
4,18,31,5,50,0.288
5,18,31,5,50,0.432
6,18,31,5,50,0.58
7,18,31,5,50,0.745
8,18,31,5,50,0.914
9,18,31,5,50,1.11
10,18,31,5,50,1.308
11,18,31,5,50,1.519
12,18,31,5,50,1.741
3,19,31,5,50,0.252
4,19,31,5,50,0.3
5,19,31,5,50,0.447
6,19,31,5,50,0.599
7,19,31,5,50,0.769
8,19,31,5,50,0.945
9,19,31,5,50,1.141
10,19,31,5,50,1.346
11,19,31,5,50,1.565
3,20,31,5,50,0.253
4,20,31,5,50,0.311
5,20,31,5,50,0.46
6,20,31,5,50,0.619
7,20,31,5,50,0.793
8,20,31,5,50,0.97
9,20,31,5,50,1.176
10,20,31,5,50,1.384
11,20,31,5,50,1.585
3,14,32,5,50,0.253
4,14,32,5,50,0.266
5,14,32,5,50,0.367
6,14,32,5,50,0.5
7,14,32,5,50,0.638
8,14,32,5,50,0.792
9,14,32,5,50,0.949
10,14,32,5,50,1.121
11,14,32,5,50,1.298
12,14,32,5,50,1.486
3,15,32,5,50,0.253
4,15,32,5,50,0.266
5,15,32,5,50,0.384
6,15,32,5,50,0.517
7,15,32,5,50,0.66
8,15,32,5,50,0.821
9,15,32,5,50,0.987
10,15,32,5,50,1.154
11,15,32,5,50,1.344
12,15,32,5,50,1.54
3,16,32,5,50,0.253
4,16,32,5,50,0.266
5,16,32,5,50,0.391
6,16,32,5,50,0.533
7,16,32,5,50,0.682
8,16,32,5,50,0.847
9,16,32,5,50,1.009
10,16,32,5,50,1.194
11,16,32,5,50,1.394
12,16,32,5,50,1.596
3,17,32,5,50,0.253
4,17,32,5,50,0.269
5,17,32,5,50,0.41
6,17,32,5,50,0.554
7,17,32,5,50,0.707
8,17,32,5,50,0.865
9,17,32,5,50,1.057
10,17,32,5,50,1.24
11,17,32,5,50,1.442
12,17,32,5,50,1.65
3,18,32,5,50,0.252
4,18,32,5,50,0.28
5,18,32,5,50,0.417
6,18,32,5,50,0.569
7,18,32,5,50,0.722
8,18,32,5,50,0.904
9,18,32,5,50,1.077
10,18,32,5,50,1.272
11,18,32,5,50,1.482
12,18,32,5,50,1.673
3,19,32,5,50,0.253
4,19,32,5,50,0.29
5,19,32,5,50,0.435
6,19,32,5,50,0.584
7,19,32,5,50,0.75
8,19,32,5,50,0.921
9,19,32,5,50,1.119
10,19,32,5,50,1.317
11,19,32,5,50,1.517
12,19,32,5,50,1.728
3,20,32,5,50,0.252
4,20,32,5,50,0.3
5,20,32,5,50,0.449
6,20,32,5,50,0.602
7,20,32,5,50,0.772
8,20,32,5,50,0.95
9,20,32,5,50,1.15
10,20,32,5,50,1.355
11,20,32,5,50,1.554
3,14,33,5,50,0.253
4,14,33,5,50,0.266
5,14,33,5,50,0.365
6,14,33,5,50,0.486
7,14,33,5,50,0.623
8,14,33,5,50,0.771
9,14,33,5,50,0.921
10,14,33,5,50,1.092
11,14,33,5,50,1.272
12,14,33,5,50,1.442
3,15,33,5,50,0.252
4,15,33,5,50,0.266
5,15,33,5,50,0.372
6,15,33,5,50,0.506
7,15,33,5,50,0.649
8,15,33,5,50,0.801
9,15,33,5,50,0.959
10,15,33,5,50,1.137
11,15,33,5,50,1.318
12,15,33,5,50,1.501
3,16,33,5,50,0.248
4,16,33,5,50,0.266
5,16,33,5,50,0.388
6,16,33,5,50,0.524
7,16,33,5,50,0.67
8,16,33,5,50,0.819
9,16,33,5,50,0.996
10,16,33,5,50,1.173
11,16,33,5,50,1.36
12,16,33,5,50,1.557
3,17,33,5,50,0.253
4,17,33,5,50,0.267
5,17,33,5,50,0.395
6,17,33,5,50,0.538
7,17,33,5,50,0.691
8,17,33,5,50,0.853
9,17,33,5,50,1.023
10,17,33,5,50,1.21
11,17,33,5,50,1.401
12,17,33,5,50,1.588
3,18,33,5,50,0.253
4,18,33,5,50,0.271
5,18,33,5,50,0.412
6,18,33,5,50,0.557
7,18,33,5,50,0.713
8,18,33,5,50,0.874
9,18,33,5,50,1.056
10,18,33,5,50,1.248
11,18,33,5,50,1.437
12,18,33,5,50,1.644
3,19,33,5,50,0.253
4,19,33,5,50,0.28
5,19,33,5,50,0.419
6,19,33,5,50,0.573
7,19,33,5,50,0.728
8,19,33,5,50,0.885
9,19,33,5,50,1.086
10,19,33,5,50,1.282
11,19,33,5,50,1.494
12,19,33,5,50,1.693
3,20,33,5,50,0.253
4,20,33,5,50,0.291
5,20,33,5,50,0.436
6,20,33,5,50,0.586
7,20,33,5,50,0.754
8,20,33,5,50,0.926
9,20,33,5,50,1.122
10,20,33,5,50,1.325
11,20,33,5,50,1.526
12,20,33,5,50,1.739
3,14,34,5,50,0.253
4,14,34,5,50,0.266
5,14,34,5,50,0.354
6,14,34,5,50,0.476
7,14,34,5,50,0.605
8,14,34,5,50,0.753
9,14,34,5,50,0.885
10,14,34,5,50,1.071
11,14,34,5,50,1.236
12,14,34,5,50,1.415
3,15,34,5,50,0.253
4,15,34,5,50,0.266
5,15,34,5,50,0.37
6,15,34,5,50,0.49
7,15,34,5,50,0.625
8,15,34,5,50,0.78
9,15,34,5,50,0.938
10,15,34,5,50,1.104
11,15,34,5,50,1.28
12,15,34,5,50,1.466
3,16,34,5,50,0.254
4,16,34,5,50,0.266
5,16,34,5,50,0.376
6,16,34,5,50,0.505
7,16,34,5,50,0.649
8,16,34,5,50,0.802
9,16,34,5,50,0.961
10,16,34,5,50,1.145
11,16,34,5,50,1.326
12,16,34,5,50,1.521
3,17,34,5,50,0.253
4,17,34,5,50,0.266
5,17,34,5,50,0.392
6,17,34,5,50,0.529
7,17,34,5,50,0.673
8,17,34,5,50,0.829
9,17,34,5,50,1.004
10,17,34,5,50,1.183
11,17,34,5,50,1.367
12,17,34,5,50,1.555
3,18,34,5,50,0.253
4,18,34,5,50,0.266
5,18,34,5,50,0.398
6,18,34,5,50,0.538
7,18,34,5,50,0.695
8,18,34,5,50,0.861
9,18,34,5,50,1.033
10,18,34,5,50,1.22
11,18,34,5,50,1.416
12,18,34,5,50,1.613
3,19,34,5,50,0.253
4,19,34,5,50,0.271
5,19,34,5,50,0.414
6,19,34,5,50,0.56
7,19,34,5,50,0.712
8,19,34,5,50,0.881
9,19,34,5,50,1.064
10,19,34,5,50,1.258
11,19,34,5,50,1.449
12,19,34,5,50,1.655
3,20,34,5,50,0.253
4,20,34,5,50,0.28
5,20,34,5,50,0.42
6,20,34,5,50,0.575
7,20,34,5,50,0.731
8,20,34,5,50,0.889
9,20,34,5,50,1.092
10,20,34,5,50,1.29
11,20,34,5,50,1.486
12,20,34,5,50,1.7
3,14,35,5,50,0.253
4,14,35,5,50,0.266
5,14,35,5,50,0.342
6,14,35,5,50,0.464
7,14,35,5,50,0.595
8,14,35,5,50,0.73
9,14,35,5,50,0.88
10,14,35,5,50,1.044
11,14,35,5,50,1.207
12,14,35,5,50,1.381
3,15,35,5,50,0.253
4,15,35,5,50,0.266
5,15,35,5,50,0.358
6,15,35,5,50,0.481
7,15,35,5,50,0.615
8,15,35,5,50,0.762
9,15,35,5,50,0.902
10,15,35,5,50,1.082
11,15,35,5,50,1.256
12,15,35,5,50,1.436
3,16,35,5,50,0.253
4,16,35,5,50,0.266
5,16,35,5,50,0.363
6,16,35,5,50,0.496
7,16,35,5,50,0.634
8,16,35,5,50,0.789
9,16,35,5,50,0.952
10,16,35,5,50,1.12
11,16,35,5,50,1.295
12,16,35,5,50,1.484
3,17,35,5,50,0.253
4,17,35,5,50,0.266
5,17,35,5,50,0.378
6,17,35,5,50,0.51
7,17,35,5,50,0.656
8,17,35,5,50,0.812
9,17,35,5,50,0.972
10,17,35,5,50,1.153
11,17,35,5,50,1.341
12,17,35,5,50,1.526
3,18,35,5,50,0.253
4,18,35,5,50,0.266
5,18,35,5,50,0.393
6,18,35,5,50,0.522
7,18,35,5,50,0.669
8,18,35,5,50,0.837
9,18,35,5,50,1.007
10,18,35,5,50,1.194
11,18,35,5,50,1.38
12,18,35,5,50,1.574
3,19,35,5,50,0.253
4,19,35,5,50,0.266
5,19,35,5,50,0.399
6,19,35,5,50,0.541
7,19,35,5,50,0.691
8,19,35,5,50,0.865
9,19,35,5,50,1.038
10,19,35,5,50,1.222
11,19,35,5,50,1.422
12,19,35,5,50,1.63
3,20,35,5,50,0.253
4,20,35,5,50,0.272
5,20,35,5,50,0.416
6,20,35,5,50,0.559
7,20,35,5,50,0.715
8,20,35,5,50,0.885
9,20,35,5,50,1.07
10,20,35,5,50,1.262
11,20,35,5,50,1.458
12,20,35,5,50,1.665
3,14,36,5,50,0.253
4,14,36,5,50,0.266
5,14,36,5,50,0.34
6,14,36,5,50,0.452
7,14,36,5,50,0.574
8,14,36,5,50,0.714
9,14,36,5,50,0.864
10,14,36,5,50,1.016
11,14,36,5,50,1.179
12,14,36,5,50,1.35
3,15,36,5,50,0.253
4,15,36,5,50,0.266
5,15,36,5,50,0.347
6,15,36,5,50,0.471
7,15,36,5,50,0.6
8,15,36,5,50,0.742
9,15,36,5,50,0.896
10,15,36,5,50,1.055
11,15,36,5,50,1.22
12,15,36,5,50,1.392
3,16,36,5,50,0.253
4,16,36,5,50,0.266
5,16,36,5,50,0.361
6,16,36,5,50,0.481
7,16,36,5,50,0.621
8,16,36,5,50,0.766
9,16,36,5,50,0.916
10,16,36,5,50,1.087
11,16,36,5,50,1.267
12,16,36,5,50,1.438
3,17,36,5,50,0.253
4,17,36,5,50,0.265
5,17,36,5,50,0.366
6,17,36,5,50,0.5
7,17,36,5,50,0.64
8,17,36,5,50,0.795
9,17,36,5,50,0.956
10,17,36,5,50,1.13
11,17,36,5,50,1.304
12,17,36,5,50,1.485
3,18,36,5,50,0.203
4,18,36,5,50,0.266
5,18,36,5,50,0.38
6,18,36,5,50,0.513
7,18,36,5,50,0.662
8,18,36,5,50,0.819
9,18,36,5,50,0.985
10,18,36,5,50,1.153
11,18,36,5,50,1.345
12,18,36,5,50,1.543
3,19,36,5,50,0.253
4,19,36,5,50,0.266
5,19,36,5,50,0.384
6,19,36,5,50,0.525
7,19,36,5,50,0.674
8,19,36,5,50,0.844
9,19,36,5,50,1.013
10,19,36,5,50,1.193
11,19,36,5,50,1.386
12,19,36,5,50,1.585
3,20,36,5,50,0.253
4,20,36,5,50,0.266
5,20,36,5,50,0.4
6,20,36,5,50,0.542
7,20,36,5,50,0.693
8,20,36,5,50,0.864
9,20,36,5,50,1.042
10,20,36,5,50,1.228
11,20,36,5,50,1.428
12,20,36,5,50,1.632
3,14,37,5,50,0.253
4,14,37,5,50,0.266
5,14,37,5,50,0.328
6,14,37,5,50,0.441
7,14,37,5,50,0.568
8,14,37,5,50,0.693
9,14,37,5,50,0.844
10,14,37,5,50,0.995
11,14,37,5,50,1.154
12,14,37,5,50,1.318
3,15,37,5,50,0.252
4,15,37,5,50,0.267
5,15,37,5,50,0.343
6,15,37,5,50,0.458
7,15,37,5,50,0.582
8,15,37,5,50,0.724
9,15,37,5,50,0.862
10,15,37,5,50,1.024
11,15,37,5,50,1.196
12,15,37,5,50,1.369
3,16,37,5,50,0.253
4,16,37,5,50,0.266
5,16,37,5,50,0.349
6,16,37,5,50,0.475
7,16,37,5,50,0.605
8,16,37,5,50,0.747
9,16,37,5,50,0.905
10,16,37,5,50,1.064
11,16,37,5,50,1.236
12,16,37,5,50,1.414
3,17,37,5,50,0.253
4,17,37,5,50,0.266
5,17,37,5,50,0.363
6,17,37,5,50,0.485
7,17,37,5,50,0.625
8,17,37,5,50,0.774
9,17,37,5,50,0.926
10,17,37,5,50,1.1
11,17,37,5,50,1.277
12,17,37,5,50,1.456
3,18,37,5,50,0.252
4,18,37,5,50,0.266
5,18,37,5,50,0.368
6,18,37,5,50,0.503
7,18,37,5,50,0.644
8,18,37,5,50,0.798
9,18,37,5,50,0.96
10,18,37,5,50,1.134
11,18,37,5,50,1.316
12,18,37,5,50,1.5
3,19,37,5,50,0.253
4,19,37,5,50,0.267
5,19,37,5,50,0.381
6,19,37,5,50,0.515
7,19,37,5,50,0.66
8,19,37,5,50,0.822
9,19,37,5,50,0.989
10,19,37,5,50,1.161
11,19,37,5,50,1.354
12,19,37,5,50,1.543
3,20,37,5,50,0.253
4,20,37,5,50,0.266
5,20,37,5,50,0.395
6,20,37,5,50,0.526
7,20,37,5,50,0.675
8,20,37,5,50,0.842
9,20,37,5,50,1.017
10,20,37,5,50,1.198
11,20,37,5,50,1.393
12,20,37,5,50,1.592
3,14,38,5,50,0.253
4,14,38,5,50,0.266
5,14,38,5,50,0.318
6,14,38,5,50,0.43
7,14,38,5,50,0.554
8,14,38,5,50,0.677
9,14,38,5,50,0.822
10,14,38,5,50,0.968
11,14,38,5,50,1.125
12,14,38,5,50,1.282
3,15,38,5,50,0.253
4,15,38,5,50,0.266
5,15,38,5,50,0.332
6,15,38,5,50,0.447
7,15,38,5,50,0.572
8,15,38,5,50,0.703
9,15,38,5,50,0.851
10,15,38,5,50,1.003
11,15,38,5,50,1.158
12,15,38,5,50,1.332
3,16,38,5,50,0.253
4,16,38,5,50,0.266
5,16,38,5,50,0.337
6,16,38,5,50,0.462
7,16,38,5,50,0.589
8,16,38,5,50,0.723
9,16,38,5,50,0.872
10,16,38,5,50,1.039
11,16,38,5,50,1.198
12,16,38,5,50,1.377
3,17,38,5,50,0.253
4,17,38,5,50,0.266
5,17,38,5,50,0.351
6,17,38,5,50,0.474
7,17,38,5,50,0.604
8,17,38,5,50,0.754
9,17,38,5,50,0.888
10,17,38,5,50,1.074
11,17,38,5,50,1.244
12,17,38,5,50,1.425
3,18,38,5,50,0.252
4,18,38,5,50,0.266
5,18,38,5,50,0.365
6,18,38,5,50,0.488
7,18,38,5,50,0.629
8,18,38,5,50,0.775
9,18,38,5,50,0.933
10,18,38,5,50,1.104
11,18,38,5,50,1.276
12,18,38,5,50,1.469
3,19,38,5,50,0.253
4,19,38,5,50,0.266
5,19,38,5,50,0.368
6,19,38,5,50,0.505
7,19,38,5,50,0.647
8,19,38,5,50,0.8
9,19,38,5,50,0.961
10,19,38,5,50,1.135
11,19,38,5,50,1.322
12,19,38,5,50,1.51
3,20,38,5,50,0.253
4,20,38,5,50,0.266
5,20,38,5,50,0.381
6,20,38,5,50,0.517
7,20,38,5,50,0.661
8,20,38,5,50,0.823
9,20,38,5,50,0.992
10,20,38,5,50,1.165
11,20,38,5,50,1.358
12,20,38,5,50,1.55
3,14,27,10,50,0.253
4,14,27,10,50,0.324
5,14,27,10,50,0.463
6,14,27,10,50,0.607
7,14,27,10,50,0.772
8,14,27,10,50,0.946
9,14,27,10,50,1.131
10,14,27,10,50,1.325
11,14,27,10,50,1.512
12,14,27,10,50,1.741
3,15,27,10,50,0.253
4,15,27,10,50,0.337
5,15,27,10,50,0.477
6,15,27,10,50,0.632
7,15,27,10,50,0.798
8,15,27,10,50,0.967
9,15,27,10,50,1.159
10,15,27,10,50,1.367
11,15,27,10,50,1.565
3,16,27,10,50,0.253
4,16,27,10,50,0.341
5,16,27,10,50,0.49
6,16,27,10,50,0.643
7,16,27,10,50,0.823
8,16,27,10,50,1.007
9,16,27,10,50,1.194
10,16,27,10,50,1.406
11,16,27,10,50,1.619
3,17,27,10,50,0.253
4,17,27,10,50,0.354
5,17,27,10,50,0.506
6,17,27,10,50,0.667
7,17,27,10,50,0.845
8,17,27,10,50,1.035
9,17,27,10,50,1.234
10,17,27,10,50,1.442
11,17,27,10,50,1.682
3,18,27,10,50,0.253
4,18,27,10,50,0.367
5,18,27,10,50,0.517
6,18,27,10,50,0.681
7,18,27,10,50,0.87
8,18,27,10,50,1.064
9,18,27,10,50,1.273
10,18,27,10,50,1.48
11,18,27,10,50,1.722
3,19,27,10,50,0.253
4,19,27,10,50,0.368
5,19,27,10,50,0.525
6,19,27,10,50,0.7
7,19,27,10,50,0.893
8,19,27,10,50,1.09
9,19,27,10,50,1.304
10,19,27,10,50,1.528
11,19,27,10,50,1.786
3,20,27,10,50,0.253
4,20,27,10,50,0.381
5,20,27,10,50,0.54
6,20,27,10,50,0.72
7,20,27,10,50,0.897
8,20,27,10,50,1.122
9,20,27,10,50,1.344
10,20,27,10,50,1.57
3,14,28,10,50,0.253
4,14,28,10,50,0.315
5,14,28,10,50,0.448
6,14,28,10,50,0.598
7,14,28,10,50,0.755
8,14,28,10,50,0.912
9,14,28,10,50,1.101
10,14,28,10,50,1.293
11,14,28,10,50,1.494
12,14,28,10,50,1.682
3,15,28,10,50,0.253
4,15,28,10,50,0.326
5,15,28,10,50,0.464
6,15,28,10,50,0.615
7,15,28,10,50,0.777
8,15,28,10,50,0.949
9,15,28,10,50,1.138
10,15,28,10,50,1.336
11,15,28,10,50,1.54
12,15,28,10,50,1.756
3,16,28,10,50,0.253
4,16,28,10,50,0.338
5,16,28,10,50,0.479
6,16,28,10,50,0.629
7,16,28,10,50,0.795
8,16,28,10,50,0.983
9,16,28,10,50,1.175
10,16,28,10,50,1.375
11,16,28,10,50,1.59
3,17,28,10,50,0.253
4,17,28,10,50,0.342
5,17,28,10,50,0.488
6,17,28,10,50,0.647
7,17,28,10,50,0.816
8,17,28,10,50,1.011
9,17,28,10,50,1.207
10,17,28,10,50,1.417
11,17,28,10,50,1.642
3,18,28,10,50,0.253
4,18,28,10,50,0.354
5,18,28,10,50,0.506
6,18,28,10,50,0.671
7,18,28,10,50,0.849
8,18,28,10,50,1.04
9,18,28,10,50,1.245
10,18,28,10,50,1.456
11,18,28,10,50,1.692
3,19,28,10,50,0.253
4,19,28,10,50,0.367
5,19,28,10,50,0.517
6,19,28,10,50,0.684
7,19,28,10,50,0.859
8,19,28,10,50,1.071
9,19,28,10,50,1.27
10,19,28,10,50,1.491
11,19,28,10,50,1.737
3,20,28,10,50,0.253
4,20,28,10,50,0.368
5,20,28,10,50,0.525
6,20,28,10,50,0.701
7,20,28,10,50,0.894
8,20,28,10,50,1.095
9,20,28,10,50,1.311
10,20,28,10,50,1.536
11,20,28,10,50,1.785
3,14,29,10,50,0.253
4,14,29,10,50,0.304
5,14,29,10,50,0.44
6,14,29,10,50,0.578
7,14,29,10,50,0.733
8,14,29,10,50,0.905
9,14,29,10,50,1.076
10,14,29,10,50,1.262
11,14,29,10,50,1.451
12,14,29,10,50,1.647
3,15,29,10,50,0.253
4,15,29,10,50,0.316
5,15,29,10,50,0.451
6,15,29,10,50,0.599
7,15,29,10,50,0.761
8,15,29,10,50,0.926
9,15,29,10,50,1.113
10,15,29,10,50,1.3
11,15,29,10,50,1.503
12,15,29,10,50,1.716
3,16,29,10,50,0.253
4,16,29,10,50,0.327
5,16,29,10,50,0.467
6,16,29,10,50,0.62
7,16,29,10,50,0.779
8,16,29,10,50,0.956
9,16,29,10,50,1.149
10,16,29,10,50,1.343
11,16,29,10,50,1.554
12,16,29,10,50,1.78
3,17,29,10,50,0.253
4,17,29,10,50,0.339
5,17,29,10,50,0.48
6,17,29,10,50,0.633
7,17,29,10,50,0.801
8,17,29,10,50,0.99
9,17,29,10,50,1.183
10,17,29,10,50,1.386
11,17,29,10,50,1.603
3,18,29,10,50,0.253
4,18,29,10,50,0.342
5,18,29,10,50,0.49
6,18,29,10,50,0.651
7,18,29,10,50,0.822
8,18,29,10,50,1.015
9,18,29,10,50,1.217
10,18,29,10,50,1.43
11,18,29,10,50,1.638
3,19,29,10,50,0.253
4,19,29,10,50,0.354
5,19,29,10,50,0.506
6,19,29,10,50,0.673
7,19,29,10,50,0.852
8,19,29,10,50,1.046
9,19,29,10,50,1.252
10,19,29,10,50,1.466
11,19,29,10,50,1.687
3,20,29,10,50,0.253
4,20,29,10,50,0.366
5,20,29,10,50,0.517
6,20,29,10,50,0.685
7,20,29,10,50,0.861
8,20,29,10,50,1.074
9,20,29,10,50,1.276
10,20,29,10,50,1.498
11,20,29,10,50,1.742
3,14,30,10,50,0.253
4,14,30,10,50,0.295
5,14,30,10,50,0.425
6,14,30,10,50,0.567
7,14,30,10,50,0.719
8,14,30,10,50,0.875
9,14,30,10,50,1.057
10,14,30,10,50,1.237
11,14,30,10,50,1.425
12,14,30,10,50,1.616
3,15,30,10,50,0.253
4,15,30,10,50,0.305
5,15,30,10,50,0.441
6,15,30,10,50,0.583
7,15,30,10,50,0.743
8,15,30,10,50,0.891
9,15,30,10,50,1.082
10,15,30,10,50,1.277
11,15,30,10,50,1.471
12,15,30,10,50,1.679
3,16,30,10,50,0.253
4,16,30,10,50,0.317
5,16,30,10,50,0.454
6,16,30,10,50,0.604
7,16,30,10,50,0.762
8,16,30,10,50,0.936
9,16,30,10,50,1.124
10,16,30,10,50,1.319
11,16,30,10,50,1.519
12,16,30,10,50,1.716
3,17,30,10,50,0.254
4,17,30,10,50,0.329
5,17,30,10,50,0.469
6,17,30,10,50,0.622
7,17,30,10,50,0.789
8,17,30,10,50,0.966
9,17,30,10,50,1.155
10,17,30,10,50,1.357
11,17,30,10,50,1.569
3,18,30,10,50,0.252
4,18,30,10,50,0.341
5,18,30,10,50,0.481
6,18,30,10,50,0.637
7,18,30,10,50,0.806
8,18,30,10,50,0.993
9,18,30,10,50,1.19
10,18,30,10,50,1.396
11,18,30,10,50,1.592
3,19,30,10,50,0.253
4,19,30,10,50,0.342
5,19,30,10,50,0.491
6,19,30,10,50,0.653
7,19,30,10,50,0.825
8,19,30,10,50,1.009
9,19,30,10,50,1.222
10,19,30,10,50,1.434
11,19,30,10,50,1.635
3,20,30,10,50,0.253
4,20,30,10,50,0.354
5,20,30,10,50,0.506
6,20,30,10,50,0.67
7,20,30,10,50,0.85
8,20,30,10,50,1.046
9,20,30,10,50,1.253
10,20,30,10,50,1.467
11,20,30,10,50,1.673
3,14,31,10,50,0.253
4,14,31,10,50,0.286
5,14,31,10,50,0.421
6,14,31,10,50,0.555
7,14,31,10,50,0.698
8,14,31,10,50,0.861
9,14,31,10,50,1.024
10,14,31,10,50,1.2
11,14,31,10,50,1.394
12,14,31,10,50,1.583
3,15,31,10,50,0.253
4,15,31,10,50,0.296
5,15,31,10,50,0.429
6,15,31,10,50,0.573
7,15,31,10,50,0.726
8,15,31,10,50,0.889
9,15,31,10,50,1.061
10,15,31,10,50,1.247
11,15,31,10,50,1.442
12,15,31,10,50,1.644
3,16,31,10,50,0.253
4,16,31,10,50,0.307
5,16,31,10,50,0.444
6,16,31,10,50,0.59
7,16,31,10,50,0.745
8,16,31,10,50,0.902
9,16,31,10,50,1.096
10,16,31,10,50,1.283
11,16,31,10,50,1.484
12,16,31,10,50,1.664
3,17,31,10,50,0.253
4,17,31,10,50,0.317
5,17,31,10,50,0.456
6,17,31,10,50,0.608
7,17,31,10,50,0.768
8,17,31,10,50,0.945
9,17,31,10,50,1.13
10,17,31,10,50,1.318
11,17,31,10,50,1.522
12,17,31,10,50,1.75
3,18,31,10,50,0.253
4,18,31,10,50,0.329
5,18,31,10,50,0.47
6,18,31,10,50,0.624
7,18,31,10,50,0.793
8,18,31,10,50,0.958
9,18,31,10,50,1.152
10,18,31,10,50,1.363
11,18,31,10,50,1.57
3,19,31,10,50,0.253
4,19,31,10,50,0.339
5,19,31,10,50,0.482
6,19,31,10,50,0.638
7,19,31,10,50,0.809
8,19,31,10,50,0.998
9,19,31,10,50,1.194
10,19,31,10,50,1.391
11,19,31,10,50,1.604
3,20,31,10,50,0.254
4,20,31,10,50,0.341
5,20,31,10,50,0.491
6,20,31,10,50,0.653
7,20,31,10,50,0.827
8,20,31,10,50,1.012
9,20,31,10,50,1.22
10,20,31,10,50,1.44
11,20,31,10,50,1.652
3,14,32,10,50,0.253
4,14,32,10,50,0.276
5,14,32,10,50,0.407
6,14,32,10,50,0.538
7,14,32,10,50,0.683
8,14,32,10,50,0.84
9,14,32,10,50,1.006
10,14,32,10,50,1.175
